SITE_NAME,DATE,VARIABLE,VALUE,UNIT,LOWER_GUIDELINE_RECOMMENDATION,UPPER_GUIDELINE_RECOMMENDATION
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,22/03/2016,PHOSPHORUS TOTAL,0.003,MG/L,,0.05
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,22/03/2016,ZINC TOTAL,0.7,UG/L,,86.2605
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,12/4/2016,AMMONIA DISSOLVED,0.006,MG/L,,0.019
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,12/4/2016,ARSENIC TOTAL,0.07,UG/L,,5
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,12/4/2016,CHLORIDE DISSOLVED,3.63,MG/L,,120
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,12/4/2016,COPPER TOTAL,0.11,UG/L,,3.909033
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,12/4/2016,LEAD TOTAL,0.026,UG/L,,6.727138
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,12/4/2016,NICKEL TOTAL,0.19,UG/L,,149.448988
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,12/4/2016,NITROGEN TOTAL,0.167,MG/L,,1
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,12/4/2016,OXYGEN DISSOLVED,10.39,MG/L,6.5,
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,12/4/2016,PHOSPHORUS TOTAL,0.002,MG/L,,0.05
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,12/4/2016,ZINC TOTAL,0.8,UG/L,,75.05475
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,4/5/2016,AMMONIA DISSOLVED,0.007,MG/L,,0.019
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,4/5/2016,ARSENIC TOTAL,0.14,UG/L,,5
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,4/5/2016,CHLORIDE DISSOLVED,1.29,MG/L,,120
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,4/5/2016,COPPER TOTAL,0.39,UG/L,,3.084025
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,4/5/2016,LEAD TOTAL,0.218,UG/L,,4.725606
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,4/5/2016,NICKEL TOTAL,0.51,UG/L,,121.039494
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,4/5/2016,NITROGEN TOTAL,0.21,MG/L,,1
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,4/5/2016,OXYGEN DISSOLVED,10.2,MG/L,6.5,
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,4/5/2016,PHOSPHORUS TOTAL,0.019,MG/L,,0.05
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,4/5/2016,ZINC TOTAL,1.9,UG/L,,42.336
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,28/06/2016,AMMONIA DISSOLVED,0.005,MG/L,,0.019
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,28/06/2016,ARSENIC TOTAL,0.09,UG/L,,5
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,28/06/2016,CHLORIDE DISSOLVED,0.98,MG/L,,120
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,28/06/2016,COPPER TOTAL,0.15,UG/L,,2.856696
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,28/06/2016,LEAD TOTAL,0.048,UG/L,,4.216161
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,28/06/2016,NICKEL TOTAL,0.2,UG/L,,113.07089
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,28/06/2016,NITROGEN TOTAL,0.088,MG/L,,1
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,28/06/2016,OXYGEN DISSOLVED,9.4,MG/L,6.5,
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,28/06/2016,PHOSPHORUS TOTAL,0.004,MG/L,,0.05
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,28/06/2016,ZINC TOTAL,0.8,UG/L,,33.56475
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/07/2016,AMMONIA DISSOLVED,0.005,MG/L,,0.019
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/07/2016,ARSENIC TOTAL,0.1,UG/L,,5
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/07/2016,CHLORIDE DISSOLVED,0.84,MG/L,,120
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/07/2016,COPPER TOTAL,0.18,UG/L,,2.947303
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/07/2016,LEAD TOTAL,0.079,UG/L,,4.41692
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/07/2016,NICKEL TOTAL,0.26,UG/L,,116.255069
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/07/2016,NITROGEN TOTAL,0.088,MG/L,,1
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/07/2016,OXYGEN DISSOLVED,9.35,MG/L,6.5,
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/07/2016,PHOSPHORUS TOTAL,0.005,MG/L,,0.05
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/07/2016,ZINC TOTAL,0.8,UG/L,,37.047
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,17/08/2016,AMMONIA DISSOLVED,0.005,MG/L,,0.019
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,17/08/2016,ARSENIC TOTAL,0.08,UG/L,,5
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,17/08/2016,CHLORIDE DISSOLVED,1.1,MG/L,,120
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,17/08/2016,COPPER TOTAL,0.05,UG/L,,2.913501
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,17/08/2016,LEAD TOTAL,0.039,UG/L,,4.341666
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,17/08/2016,NICKEL TOTAL,0.05,UG/L,,115.068463
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,17/08/2016,NITROGEN TOTAL,0.093,MG/L,,1
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,17/08/2016,OXYGEN DISSOLVED,9.21,MG/L,6.5,
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,17/08/2016,PHOSPHORUS TOTAL,0.003,MG/L,,0.05
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,17/08/2016,ZINC TOTAL,0.4,UG/L,,35.74575
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,7/9/2016,AMMONIA DISSOLVED,0.008,MG/L,,0.019
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,7/9/2016,ARSENIC TOTAL,0.06,UG/L,,5
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,7/9/2016,CHLORIDE DISSOLVED,1.32,MG/L,,120
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,7/9/2016,COPPER TOTAL,0.12,UG/L,,3.19578
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,7/9/2016,LEAD TOTAL,0.022,UG/L,,4.982962
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,7/9/2016,NICKEL TOTAL,0.17,UG/L,,124.932784
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,7/9/2016,NITROGEN TOTAL,0.127,MG/L,,1
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,7/9/2016,OXYGEN DISSOLVED,9.95,MG/L,6.5,
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,7/9/2016,PHOSPHORUS TOTAL,0.002,MG/L,,0.05
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,7/9/2016,ZINC TOTAL,0.6,UG/L,,46.689
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/10/2016,AMMONIA DISSOLVED,0.005,MG/L,,0.019
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/10/2016,ARSENIC TOTAL,0.09,UG/L,,5
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/10/2016,CHLORIDE DISSOLVED,1.18,MG/L,,120
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/10/2016,COPPER TOTAL,0.13,UG/L,,3.680271
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/10/2016,LEAD TOTAL,0.034,UG/L,,6.149139
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/10/2016,NICKEL TOTAL,0.22,UG/L,,141.644538
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/10/2016,NITROGEN TOTAL,0.076,MG/L,,1
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/10/2016,OXYGEN DISSOLVED,10.98,MG/L,6.5,
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/10/2016,PHOSPHORUS TOTAL,0.004,MG/L,,0.05
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,19/10/2016,ZINC TOTAL,0.6,UG/L,,65.85225
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,23/11/2016,AMMONIA DISSOLVED,0.005,MG/L,,0.019
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,23/11/2016,ARSENIC TOTAL,0.07,UG/L,,5
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,23/11/2016,CHLORIDE DISSOLVED,1.76,MG/L,,120
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,23/11/2016,COPPER TOTAL,0.05,UG/L,,3.830396
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,23/11/2016,LEAD TOTAL,0.009,UG/L,,6.526528
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,23/11/2016,NICKEL TOTAL,0.15,UG/L,,146.772048
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,23/11/2016,NITROGEN TOTAL,0.167,MG/L,,1
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,23/11/2016,OXYGEN DISSOLVED,11.4,MG/L,6.5,
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,23/11/2016,PHOSPHORUS TOTAL,0.002,MG/L,,0.05
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,23/11/2016,ZINC TOTAL,0.3,UG/L,,71.88075
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,6/12/2016,AMMONIA DISSOLVED,0.007,MG/L,,0.019
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,6/12/2016,ARSENIC TOTAL,0.09,UG/L,,5
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,6/12/2016,CHLORIDE DISSOLVED,1.63,MG/L,,120
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,6/12/2016,COPPER TOTAL,0.09,UG/L,,4.093076
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,6/12/2016,LEAD TOTAL,0.012,UG/L,,7.204379
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,6/12/2016,NICKEL TOTAL,0.17,UG/L,,155.691118
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,6/12/2016,NITROGEN TOTAL,0.192,MG/L,,1
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,6/12/2016,OXYGEN DISSOLVED,12.26,MG/L,6.5,
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,6/12/2016,PHOSPHORUS TOTAL,0.002,MG/L,,0.05
BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,6/12/2016,ZINC TOTAL,0.5,UG/L,,82.5255
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/1/2013,AMMONIA DISSOLVED,0.063,MG/L,,0.019
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/1/2013,ARSENIC TOTAL,0.86,UG/L,,5
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/1/2013,CHLORIDE DISSOLVED,9.53,MG/L,,120
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/1/2013,COPPER TOTAL,1.66,UG/L,,4.462086
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/1/2013,LEAD TOTAL,0.238,UG/L,,8.193036
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/1/2013,NICKEL TOTAL,1.7,UG/L,,168.114869
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/1/2013,NITROGEN TOTAL,0.587,MG/L,,1
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/1/2013,OXYGEN DISSOLVED,11.6,MG/L,6.5,
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/1/2013,PHOSPHORUS TOTAL,0.024,MG/L,,0.05
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/1/2013,ZINC TOTAL,2.1,UG/L,,97.675425
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/6/2013,AMMONIA DISSOLVED,0.032,MG/L,,0.019
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/6/2013,ARSENIC TOTAL,1.06,UG/L,,5
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/6/2013,CHLORIDE DISSOLVED,11.9,MG/L,,120
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/6/2013,COPPER TOTAL,2.28,UG/L,,4.083027
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/6/2013,LEAD TOTAL,0.134,UG/L,,7.178044
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/6/2013,NICKEL TOTAL,2.24,UG/L,,155.351094
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/6/2013,NITROGEN TOTAL,1.022,MG/L,,1
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/6/2013,OXYGEN DISSOLVED,8.47,MG/L,6.5,
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/6/2013,PHOSPHORUS TOTAL,0.032,MG/L,,0.05
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/6/2013,ZINC TOTAL,1,UG/L,,82.116075
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/7/2013,AMMONIA DISSOLVED,0.061,MG/L,,0.019
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/7/2013,ARSENIC TOTAL,1.4,UG/L,,5
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/7/2013,CHLORIDE DISSOLVED,7.19,MG/L,,120
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/7/2013,COPPER TOTAL,1.95,UG/L,,4.320451
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/7/2013,LEAD TOTAL,0.467,UG/L,,7.808634
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/7/2013,NICKEL TOTAL,2.23,UG/L,,163.360308
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/7/2013,NITROGEN TOTAL,0.935,MG/L,,1
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/7/2013,OXYGEN DISSOLVED,6.29,MG/L,6.5,
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/7/2013,PHOSPHORUS TOTAL,0.044,MG/L,,0.05
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/7/2013,ZINC TOTAL,1.8,UG/L,,91.834275
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/12/2013,AMMONIA DISSOLVED,0.051,MG/L,,0.019
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/12/2013,ARSENIC TOTAL,0.9,UG/L,,5
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/12/2013,CHLORIDE DISSOLVED,8.39,MG/L,,120
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/12/2013,COPPER TOTAL,1.18,UG/L,,4.221679
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/12/2013,LEAD TOTAL,0.126,UG/L,,7.54418
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/12/2013,NICKEL TOTAL,1.22,UG/L,,160.034414
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/12/2013,NITROGEN TOTAL,0.507,MG/L,,1
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/12/2013,OXYGEN DISSOLVED,11.47,MG/L,6.5,
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/12/2013,PHOSPHORUS TOTAL,0.02,MG/L,,0.05
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/12/2013,ZINC TOTAL,1.1,UG/L,,87.78
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/2/2014,AMMONIA DISSOLVED,0.054,MG/L,,0.019
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/2/2014,ARSENIC TOTAL,0.72,UG/L,,5
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/2/2014,CHLORIDE DISSOLVED,8.85,MG/L,,120
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/2/2014,COPPER TOTAL,1.5,UG/L,,4.596257
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/2/2014,LEAD TOTAL,0.113,UG/L,,8.562737
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/2/2014,NICKEL TOTAL,1.56,UG/L,,172.603477
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/2/2014,NITROGEN TOTAL,0.695,MG/L,,1
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/2/2014,OXYGEN DISSOLVED,11.26,MG/L,6.5,
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/2/2014,PHOSPHORUS TOTAL,0.014,MG/L,,0.05
SASKATCHEWAN RIVER ABOVE CARROT RIVER,12/2/2014,ZINC TOTAL,1.1,UG/L,,103.23795
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2014,AMMONIA DISSOLVED,0.051,MG/L,,0.019
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2014,ARSENIC TOTAL,0.87,UG/L,,5
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2014,CHLORIDE DISSOLVED,10.7,MG/L,,120
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2014,COPPER TOTAL,1.47,UG/L,,4.478362
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2014,LEAD TOTAL,0.162,UG/L,,8.237597
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2014,NICKEL TOTAL,1.47,UG/L,,168.660157
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2014,NITROGEN TOTAL,0.451,MG/L,,1
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2014,OXYGEN DISSOLVED,13.07,MG/L,6.5,
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2014,PHOSPHORUS TOTAL,0.02,MG/L,,0.05
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2014,ZINC TOTAL,1.1,UG/L,,98.3487
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/2/2015,AMMONIA DISSOLVED,0.05,MG/L,,0.019
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/2/2015,ARSENIC TOTAL,0.77,UG/L,,5
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/2/2015,CHLORIDE DISSOLVED,4.58,MG/L,,120
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/2/2015,COPPER TOTAL,1.35,UG/L,,4.281767
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/2/2015,LEAD TOTAL,0.124,UG/L,,7.704703
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/2/2015,NICKEL TOTAL,1.52,UG/L,,162.05872
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/2/2015,NITROGEN TOTAL,0.564,MG/L,,1
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/2/2015,OXYGEN DISSOLVED,11.69,MG/L,6.5,
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/2/2015,PHOSPHORUS TOTAL,0.0157,MG/L,,0.05
SASKATCHEWAN RIVER ABOVE CARROT RIVER,4/2/2015,ZINC TOTAL,1,UG/L,,90.2445
SASKATCHEWAN RIVER ABOVE CARROT RIVER,11/3/2015,AMMONIA DISSOLVED,0.034,MG/L,,0.019
SASKATCHEWAN RIVER ABOVE CARROT RIVER,11/3/2015,ARSENIC TOTAL,0.76,UG/L,,5
SASKATCHEWAN RIVER ABOVE CARROT RIVER,11/3/2015,CHLORIDE DISSOLVED,9.55,MG/L,,120
SASKATCHEWAN RIVER ABOVE CARROT RIVER,11/3/2015,COPPER TOTAL,1.35,UG/L,,4.356229
SASKATCHEWAN RIVER ABOVE CARROT RIVER,11/3/2015,LEAD TOTAL,0.143,UG/L,,7.905162
SASKATCHEWAN RIVER ABOVE CARROT RIVER,11/3/2015,NICKEL TOTAL,1.61,UG/L,,164.562945
SASKATCHEWAN RIVER ABOVE CARROT RIVER,11/3/2015,NITROGEN TOTAL,0.604,MG/L,,1
SASKATCHEWAN RIVER ABOVE CARROT RIVER,11/3/2015,OXYGEN DISSOLVED,9.52,MG/L,6.5,
SASKATCHEWAN RIVER ABOVE CARROT RIVER,11/3/2015,PHOSPHORUS TOTAL,0.0154,MG/L,,0.05
SASKATCHEWAN RIVER ABOVE CARROT RIVER,11/3/2015,ZINC TOTAL,1.2,UG/L,,93.30675
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/6/2015,AMMONIA DISSOLVED,0.015,MG/L,,0.019
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/6/2015,ARSENIC TOTAL,1.08,UG/L,,5
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/6/2015,CHLORIDE DISSOLVED,10.4,MG/L,,120
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/6/2015,COPPER TOTAL,2.1,UG/L,,3.625572
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/6/2015,LEAD TOTAL,0.379,UG/L,,6.013481
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/6/2015,NICKEL TOTAL,2.11,UG/L,,139.770566
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/6/2015,NITROGEN TOTAL,0.498,MG/L,,1
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/6/2015,OXYGEN DISSOLVED,8.91,MG/L,6.5,
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/6/2015,PHOSPHORUS TOTAL,0.0428,MG/L,,0.05
SASKATCHEWAN RIVER ABOVE CARROT RIVER,10/6/2015,ZINC TOTAL,2.3,UG/L,,63.666
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2015,AMMONIA DISSOLVED,0.021,MG/L,,0.019
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2015,ARSENIC TOTAL,0.95,UG/L,,5
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2015,CHLORIDE DISSOLVED,8.75,MG/L,,120
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2015,COPPER TOTAL,1.11,UG/L,,4.260937
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2015,LEAD TOTAL,0.187,UG/L,,7.648931
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2015,NICKEL TOTAL,1.32,UG/L,,161.357344
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2015,NITROGEN TOTAL,0.293,MG/L,,1
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2015,OXYGEN DISSOLVED,12.9,MG/L,6.5,
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2015,PHOSPHORUS TOTAL,0.0189,MG/L,,0.05
SASKATCHEWAN RIVER ABOVE CARROT RIVER,9/12/2015,ZINC TOTAL,1.2,UG/L,,89.3895
SASKATCHEWAN RIVER ABOVE CARROT RIVER,13/01/2016,AMMONIA DISSOLVED,0.036,MG/L,,0.019
SASKATCHEWAN RIVER ABOVE CARROT RIVER,13/01/2016,ARSENIC TOTAL,0.81,UG/L,,5
SASKATCHEWAN RIVER ABOVE CARROT RIVER,13/01/2016,CHLORIDE DISSOLVED,9.82,MG/L,,120
SASKATCHEWAN RIVER ABOVE CARROT RIVER,13/01/2016,COPPER TOTAL,1.22,UG/L,,4.450333
SASKATCHEWAN RIVER ABOVE CARROT RIVER,13/01/2016,LEAD TOTAL,0.175,UG/L,,8.160907
SASKATCHEWAN RIVER ABOVE CARROT RIVER,13/01/2016,NICKEL TOTAL,1.51,UG/L,,167.720969
SASKATCHEWAN RIVER ABOVE CARROT RIVER,13/01/2016,NITROGEN TOTAL,0.475,MG/L,,1
SASKATCHEWAN RIVER ABOVE CARROT RIVER,13/01/2016,OXYGEN DISSOLVED,11.74,MG/L,6.5,
SASKATCHEWAN RIVER ABOVE CARROT RIVER,13/01/2016,PHOSPHORUS TOTAL,0.0191,MG/L,,0.05
SASKATCHEWAN RIVER ABOVE CARROT RIVER,13/01/2016,ZINC TOTAL,1.3,UG/L,,97.1895
